,state,ft,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Year of Manufacture,Features,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,Cargo Volumn
0,kolkata,Petrol,Sedan,"70,000",Automatic,3,Toyota,Toyota Camry,2014,2123,Hybrid,975000.0,2014,Third Party insurance,Petrol,5.0,70000,WB02,2494 cc,Automatic,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",19.16,2494,158.2bhp@5700rpm,213,White,2AR FXE Petrol Engine ,2494,213Nm@4500rpm,4,Electronic Fuel Injection(EFI),No,No,4825,1825,1480,2775,1625kg,6 Speed ,FWD,Power,5.5,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,355
1,kolkata,Petrol,Hatchback,"23,981",Manual,1,Datsun,Datsun RediGO,2017,5236,T Option,266000.0,2017,Comprehensive,Petrol,5.0,23981,WB24,799 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",22.7,799,53.64bhp@5678rpm,72,Red,0.8L Petrol Engine,799,72Nm@4386rpm,3,MPFi,No,No,3429,1560,1541,2348,770,5-Speed,2WD,Power,4.7,Disc,Drum,,5,222
2,kolkata,Petrol,SUV,"7,100",Automatic,1,Renault,Renault Kiger,2021,8352,RXT AMT,595000.0,2021,Comprehensive,Petrol,5.0,7100,WB06,999 cc,Automatic,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",19.03,999,71.01bhp@6250rpm,96,Blue,1.0L energy,999,96Nm@3500rpm,3,MPFi,,,3991,1750,1605,2500,1055,5 Speed,,Electric,5.0,Disc,Drum,"Tubeless, Radial",5,405
3,kolkata,Petrol,Hatchback,"71,574",Manual,2,Hyundai,Hyundai i20,2011,1642,1.2 Sportz,223000.0,2012,Third Party,Petrol,5.0,71574,WB06,1197 cc,Manual,2011.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Rear,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player",17.0,1197,80 PS at 5200 rpm,1370,Red,In-Line Engine,1197,"11.4 kgm at 4,000 rpm",4,MPFI,No,No,3940,1710,1505,2523,1020,5 Speed,FWD,Power,5.2,Disc,Drum,"Tubeless,Radial",5,355
4,kolkata,Diesel,SUV,"50,000",Automatic,2,Audi,Audi Q3,2014,99,35 TDI Quattro Premium,1200000.0,2014,Third Party insurance,Diesel,5.0,50000,WB02,1968 cc,Automatic,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",15.73,1968,174.33bhp@4200rpm,380,White,TDI Diesel Engine,1968,380Nm@1750-2500rpm,4,CRDI,Yes,No,4385,2019,1608,2603,1660kg,7-Speed S-Tronic ,AWD,Power,5.9,Ventilated Disc,Drum,"Tubeless,Radial",5,355
5,kolkata,Petrol,Hatchback,"35,629",Automatic,1,Maruti,Maruti Wagon R,2018,7051,VXI AMT 1.2,425000.0,2018,Comprehensive,Petrol,5.0,35629,WB18,1197 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",20.52,1197,81.80bhp@6000rpm,113,Brown,K12M Petrol Engine,1197,113Nm@4200rpm,4,MPFI,No,No,3655,1620,1675,2435,830-845kg,5 Speed,FWD,Power,4.7,Disc,Drum,"Tubeless Tyres, Radial",5,355
6,kolkata,Petrol,Hatchback,"11,476",Automatic,2,Hyundai,Hyundai Santro,2020,7463,Sportz AMT,596000.0,2020,Comprehensive,Petrol,5.0,11476,WB02,1086 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.3,1086,68.05bhp@5500rpm,99,Silver,1.1 L Petrol,1086,99Nm@4500 rpm,4,MPFI,No,No,3610,1645,1560,2400,1070,5 Speed,FWD,Electric,5.0,Disc,Drum,"Tubeless,Radial",5,235
7,kolkata,Petrol,Hatchback,"31,000",Manual,1,Renault,Renault KWID,2018,5096,RXT Optional,250000.0,2018,Third Party insurance,Petrol,5.0,31000,WB02,799 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",25.17,799,53.3bhp@5678rpm,72,Silver,Petrol Engine,799,72Nm@4386rpm,3,MPFi,No,No,3679,1579,1478,2422,730,5 Speed,FWD,Power,4.9,Disc,Drum,"Tubeless,Radial",5,300
8,kolkata,Petrol,Sedan,"41,005",Manual,2,Maruti,Maruti Swift Dzire,2011,4224,VXi,221000.0,2011,Comprehensive,Petrol,5.0,41005,WB24,1298 cc,Manual,2011.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player",17.5,1298,85.8bhp@6000rpm,114,Silver,In-Line Engine,1298,114Nm@4000rpm,4,MPFI,No,No,4160,1690,1530,2390,1025kg,5 Speed,2 WD,Power,4.7,Ventilated Disc,Drum,"Tubeless,Radial",4,355
9,kolkata,Petrol,Hatchback,"60,055",Manual,1,Maruti,Maruti Wagon R,2010,4348,LX BS IV,208000.0,2010,Third Party,Petrol,5.0,60055,WB06,998 cc,Manual,2010.0,"Low Fuel Warning Light,Rear Seat Headrest,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror",18.9,998,67.1bhp@6200rpm,90,Red,K Series Petrol Engine,998,90Nm@3500rpm,3,MPFI,No,No,3595,1475,1670,2400,860kg,5 Speed,FWD,Manual,4.6,Ventilated Disc,Drum,"Tubeless, Radial",4,355
10,kolkata,Petrol,Hatchback,"65,005",Manual,1,Maruti,Maruti Swift,2013,4202,VXI,311000.0,2013,Comprehensive,Petrol,5.0,65005,WB22,1197 cc,Manual,2013.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks",18.6,1197,85.8bhp@6000rpm,114,Grey,K Series Petrol Engine,1197,114Nm@4000rpm,4,MPFI,No,No,3850,1695,1530,2430,970kg,5 Speed,FWD,Power,4.8,Ventilated Disc,Drum,"Tubeless,Radial",5,355
11,kolkata,Petrol,Hatchback,"2,657",Manual,1,Renault,Renault KWID,2022,7429,RXT,463999.99999999994,2022,Third Party,Petrol,5.0,2657,WB08,799 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",22.3,799,53.26bhp@5600rpm,72,Red,Petrol Engine,799,72Nm@4250rpm,3,MPFi,No,No,3731,1579,1474,2422,710,5 Speed,FWD,Electric,4.9,Disc,Drum,"Tubeless,Radial",5,279
12,kolkata,Petrol,Hatchback,"16,000",Manual,1,Hyundai,Hyundai i10,2011,1569,Magna 1.1L,204999.99999999997,2011,Comprehensive,Petrol,5.0,16000,WB06,1086 cc,Manual,2011.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks",19.81,1086,68.05bhp@5500rpm,99,Grey,IRDE2 Engine,1086,99.04Nm@4500rpm,4,MPFI,No,No,3585,1595,1550,2380,860kg,5 Speed,FWD,Power,4.7,Ventilated Disc,Drum,Tubeless,5,355
13,kolkata,Diesel,SUV,"7,426",Automatic,1,Tata,Tata Harrier,2023,7496,XZA Plus AT BSVI,2175000.0,2023,Comprehensive,Diesel,5.0,7426,WB02,1956 cc,Automatic,2023.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",14.6,1956,167.67bhp@3750rpm,350,Red,Kryotec 2.0 L Turbocharged Engine,1956,350Nm@1750-2500rpm,4,,Yes,,4598,1894,1706,2741,1700,6-Speed,,Power,5.0,Disc,Disc,"Tubeless, Radial",5,425
14,kolkata,Petrol,Hatchback,"27,046",Automatic,1,Maruti,Maruti Baleno,2018,3964,1.2 CVT Delta,643000.0,2018,Comprehensive,Petrol,5.0,27046,WB08,1197 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",21.4,1197,83.1bhp@6000rpm,115,Silver,VVT Petrol Engine,1197,115Nm@4000rpm,4,MPFI,No,No,3995,1745,1510,2520,910kg,CVT,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
15,kolkata,Diesel,SUV,"30,100",Automatic,1,Toyota,Toyota Fortuner,2021,7618,2.8 4WD AT,3750000.0,2021,Third Party insurance,Diesel,7.0,30100,WB08,2755 cc,Automatic,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Dvd Player",15.04,2755,174.5bhp@3400rpm,450,Black,1-GD FTV Engine,2755,450Nm@1600-2400rpm,4,Direct Injection,Yes,No,4795,1855,1835,2745,2280,6 Speed,4WD,Power,5.8,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",5,355
16,kolkata,Petrol,Hatchback,"9,000",Manual,1,Maruti,Maruti Wagon R,2022,8835,LXI BSVI,545000.0,2022,Comprehensive,Petrol,5.0,9000,WB06,998 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking",24.35,998,65.71bhp@5500rpm,89,Brown,K10C,998,89Nm@3500rpm,3,,,,3655,1620,1675,2435,810-835,,,Power,4.7,Disc,Drum,"Tubeless, Radial",5,341
17,kolkata,Petrol,Hatchback,"17,000",Manual,1,Hyundai,Hyundai i20,2022,8153,Sportz BSVI,750000.0,2022,Third Party insurance,Petrol,5.0,17000,WB02,1197 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",21.0,1197,81.80bhp@6000rpm,114,Grey,1.2 l Kappa petrol,1197,114.74Nm@4200rpm,4,,No,,3995,1775,1505,2580,1120,5 Speed,,Electric,5.0,Disc,Drum,"Tubeless, Radial",5,311
18,kolkata,Diesel,SUV,"49,200",Automatic,1,Jeep,Jeep Compass,2021,7885,2.0 Longitude Option AT,1650000.0,2021,Comprehensive,Diesel,5.0,49200,WB06,1956 cc,Automatic,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.1,1956,170bhp@3750rpm,350,Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,350Nm@1750-2500rpm,4,CRDI,Yes,No,4395,1818,1640,2636,1551 kgs,9 Speed,4X4,power,5.0,Disc,Discs,"Radial, Tubless",5,355
19,kolkata,Petrol,Hatchback,"35,000",Manual,2,Hyundai,Hyundai i10,2009,1567,Era,225000.0,2009,Comprehensive,Petrol,5.0,35000,WB20,1086 cc,Manual,2009.0,"Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Passenger Side Rear View Mirror",19.81,1086,68.05bhp@5500rpm,99,Red,IRDE2 Engine,1086,99.04Nm@4500rpm,4,MPFI,No,No,3585,1595,1550,2380,860kg,5 Speed,FWD,Power,4.7,Ventilated Disc,Drum,Tubeless,5,355
20,kolkata,Diesel,SUV,"30,000",Automatic,2,Land Rover,Land Rover Range Rover Evoque,2020,7873,2.0 R-Dynamic SE diesel 2020-2021,5990000.0,2020,Third Party insurance,Diesel,5.0,30000,,1999 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Speakers Front",19.7,1999,245.4bhp@5500rpm,430,Gray,Turbocharged Diesel engine,1999,430Nm@1750-2500rpm,4,,Yes,,4371,1996,1649,2681,1775,9-speed automatic,AWD,Power,5.0,Disc,Disc,"Tubeless,Radial",5,786
21,kolkata,Petrol,Hatchback,"54,044",Manual,1,Maruti,Maruti Alto K10,2017,7013,VXI Optional,315000.0,2017,Third Party,Petrol,5.0,54044,WB12,998 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.95,998,67.05bhp@6000rpm,90,Silver,K Series Petrol Engine,998,90Nm@3500rpm,3,MPFi,No,No,3545,1515,1475,2360,784kg,5 Speed,FWD,Power,4.6,Ventilated Disc,Drum,"Tubeless,Radial",5,177
22,kolkata,Petrol,SUV,"6,500",Manual,1,Tata,Tata Nexon,2021,7384,XM BSVI,799000.0,2021,Third Party insurance,Petrol,5.0,6500,WB10,1199 cc,Manual,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Electric Folding Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",17.33,1199,118.35bhp@5500rpm,170,Green,1.2l Turbocharged Revotron Engine,1199,170Nm@1750-4000rpm,3,,,,3993,1811,1606,2498,1200,6 Speed,,Electric,5.1,Disc,Drum,"Tubeless,Radial",5,350
23,kolkata,Petrol,Sedan,"29,159",Manual,1,Maruti,Maruti Ciaz,2017,4022,VXi Option,526000.0,2017,Zero Dep,Petrol,5.0,29159,WB06,1373 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",20.73,1373,91.1bhp@6000rpm,130,Red,k14B VVT Engine,1373,130Nm@4000rpm,4,MPFI,No,No,4490,1730,1485,2650,1010kg,5 Speed,FWD,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",4,355
24,kolkata,Diesel,SUV,"30,000",Automatic,2,Land Rover,Land Rover Range Rover Evoque,2020,7873,2.0 R-Dynamic SE diesel 2020-2021,5990000.0,2020,Third Party insurance,Diesel,5.0,30000,,1999 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Speakers Front",19.7,1999,245.4bhp@5500rpm,430,Silver,Turbocharged Diesel engine,1999,430Nm@1750-2500rpm,4,,Yes,,4371,1996,1649,2681,1775,9-speed automatic,AWD,Power,5.0,Disc,Disc,"Tubeless,Radial",5,786
25,kolkata,Petrol,Sedan,"31,968",Automatic,1,Honda,Honda City,2016,1217,i VTEC CVT VX,675000.0,2016,Comprehensive,Petrol,5.0,31968,WB02,1497 cc,Automatic,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.0,1497,117.3bhp@6600rpm,145,Brown,i VTEC Engine,1497,145Nm@4600rpm,4,PGM-Fi,No,No,4440,1695,1495,2600,1085kg,5 Speed CVT,FWD,Power,5.3,Disc,Drum,"Tubeless,Radial",4,355
26,kolkata,Petrol,Hatchback,"44,150",Manual,2,Hyundai,Hyundai Grand i10 Nios,2019,7094,Asta,612000.0,2019,Third Party,Petrol,5.0,44150,WB02,1197 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.7,1197,81.86bhp@6000rpm,113,Blue,1.2 Kappa petrol,1197,113.8nm@4000rpm,4,,No,,3805,1680,1520,2450,1060,5-Speed,,Electric,5.0,Disc,Drum,"Tubeless, Radial",5,355
27,kolkata,Petrol,Hatchback,"60,000",Manual,1,Hyundai,Hyundai i20,2010,8988,1.2 Magna Opt,189000.0,2010,Third Party insurance,Petrol,5.0,60000,,1197 cc,Manual,2010.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Rear,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",17.0,1197,80 PS at 5200 rpm,1370,Others,In-Line Engine,1197,"11.4 kgm at 4,000 rpm",4,MPFI,No,No,3940,1710,1505,2523,1120,5 Speed,FWD,Power,5.2,Disc,Drum,"Tubeless,Radial",5,355
28,kolkata,Petrol,SUV,"25,009",Automatic,1,Hyundai,Hyundai Creta,2018,6432,1.6 SX Automatic,990000.0,2018,Comprehensive,Petrol,5.0,25009,WB20,1591 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",14.8,1591,121.3bhp@6400rpm,1370,Grey,VTVT Petrol Engine,1591,151NM@4850rpm,4,MPFi,No,No,4270,1780,1665,2590,1300,6 Speed,FWD,Power,5.3,Disc,Drum,Tubeless,5,400
29,kolkata,Petrol,Hatchback,"46,469",Manual,1,Maruti,Maruti Swift,2020,10403,VXI,534000.0,2020,Zero Dep,Petrol,5.0,46469,WB06,1197 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",22.38,1197,88.50bhp@6000rpm,113,Silver,K Series Dual jet,1197,113Nm@4400rpm,4,,,,3845,1735,1530,2450,875-905,5-Speed,,Electric,4.8,Disc,Drum,"Radial, Tubeless",5,268
30,kolkata,Petrol,SUV,"45,000",Manual,1,Hyundai,Hyundai Creta,2018,8179,1.6 VTVT SX Plus,800000.0,2018,Third Party insurance,Petrol,5.0,45000,WB02,1591 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",13.0,1591,121.3bhp@6400rpm,151,White,VTVT Petrol Engine,1591,151Nm@4850rpm,4,MPFi,No,No,4270,1780,1630,2590,1280,6 Speed,FWD,Power,5.3,Disc,Drum,Tubeless,5,355
31,kolkata,Petrol,Sedan,"31,577",Manual,1,Hyundai,Hyundai Verna,2020,7731,SX Opt,983000.0,2020,Third Party,Petrol,5.0,31577,WB02,1497 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.7,1497,113.18bhp@6300rpm,143,Black,1.5 l MPi petrol,1497,143.8Nm@4500rpm,4,MPi,,,4440,1729,1475,2600,1200,6 Speed,,Electric,5.0,Disc,Drum,"Tubeless, Radial",4,355
32,kolkata,Petrol,Hatchback,"56,005",Automatic,1,Maruti,Maruti Celerio,2014,3982,VXI AT,281000.0,2014,Comprehensive,Petrol,5.0,56005,WB08,998 cc,Automatic,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks",23.1,998,67.04bhp@6000rpm,90,Red,K10B Engine,998,90Nm@3500rpm,3,MPFi,No,No,3715,1635,1565,2425,840kg,5 Speed ,FWD,Power,4.7,Ventilated Disc,Drum,"Tubeless, Radial",5,355
33,kolkata,Petrol,Hatchback,"10,005",Manual,1,Maruti,Maruti Wagon R,2021,6740,VXI,535000.0,2021,Comprehensive,Petrol,5.0,10005,WB96,998 cc,Manual,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",21.79,998,67.05bhp@5500rpm,90,Brown,K10B Petrol Engine,998,90Nm@3500rpm,3,MPFI,No,No,3655,1620,1675,2435,805-825kg,5 Speed,FWD,Power,4.7,Disc,Drum,"Tubeless Tyres, Radial",5,355
34,kolkata,Petrol,Hatchback,"41,163",Manual,1,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,475000.0,2017,Comprehensive,Petrol,5.0,41163,WB06,1197 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.9,1197,81.86bhp@6000rpm,113,Red,Kappa VTVT Petrol Engine,1197,113.75nm@4000rpm,4,MPFI,No,No,3765,1660,1520,2425,1060,5 Speed,FWD,Power,4.8,Disc,Drum,Tubeless,5,256
35,kolkata,Diesel,Sedan,"17,839",Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,7579,Exclusive E 220d,5300000.0,2020,Comprehensive,Diesel,5.0,17839,WB92,1950 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",16.1,1950,191.7bhp@3800rpm,400,Grey,CDI In-line Engine,1950,400Nm@1600-2800rpm,4,CRDI,Yes,No,5063,1860,1494,3079,1805,9 Speed,RWD,Electric,6.0,Ventilated Disc,Disc,"Tubeless,Radial",4,355
36,kolkata,Petrol,Sedan,"3,800",Manual,1,Toyota,Toyota Yaris,2019,7286,V,695000.0,2019,Comprehensive,Petrol,5.0,3800,WB20,1496 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",17.1,1496,105.5bhp@6000rpm,140,Red,1.5 Dual VVT-i Engine,1496,140Nm@4200rpm,4,EFI,No,No,4425,1730,1495,2550,1105kg,6 Speed,FWD,Power,5.1,Disc,Disc,"Tubless, Radial",4,476
37,kolkata,Petrol,Hatchback,"34,124",Manual,1,Maruti,Maruti Wagon R,2018,6740,VXI,395000.0,2018,Comprehensive,Petrol,5.0,34124,WB08,998 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",21.79,998,67.05bhp@5500rpm,90,Blue,K10B Petrol Engine,998,90Nm@3500rpm,3,MPFI,No,No,3655,1620,1675,2435,805-825kg,5 Speed,FWD,Power,4.7,Disc,Drum,"Tubeless Tyres, Radial",5,355
38,kolkata,Diesel,Hatchback,"50,000",Manual,2,Hyundai,Hyundai i20,2012,1636,1.4 CRDi Magna,200000.0,2012,Third Party insurance,Diesel,5.0,50000,WB06,1396 cc,Manual,2012.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Rear,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player",21.9,1396,90PS at 4000rpm,1370,Others,Diesel,1396,22.4 kgm at 1750-2750rpm,4,CRDI,No,No,3940,1710,1505,2525,1120,5-Speed,,Power,5.2,Disc,Disc,"Tubeless,Radial",5,355
39,kolkata,Petrol,Sedan,"48,168",Manual,1,Honda,Honda City,2018,5628,i-VTEC VX,750000.0,2018,Comprehensive,Petrol,5.0,48168,WB02,1497 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.4,1497,117.6bhp@6600rpm,145,Maroon,i VTEC Engine,1497,145Nm@4600rpm,4,PGM-Fi,No,No,4440,1695,1495,2600,1084kg,5 Speed,FWD,Power,5.3,Ventilated Disc,Drum,"Tubeless,Radial",4,510
40,kolkata,Diesel,MUV,"20,000",Manual,3,Mahindra,Mahindra Marazzo,2019,6572,M2 8Str BSIV,975000.0,2019,Third Party insurance,Diesel,8.0,20000,,1497 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking",17.3,1497,121bhp@3500rpm,300,Others,D15 1.5 Liter Diesel Engine,1497,300Nm@1750-2500rpm,4,CRDi,Yes,No,4585,1866,1774,2760,1650 kgs,6 Speed,FWD,Power,5.0,Disc,Disc,"Tubless, Radial",5,190
41,kolkata,Petrol,Sedan,"56,357",Manual,1,Maruti,Maruti Swift Dzire,2018,6857,LXI,480000.0,2018,Third Party insurance,Petrol,5.0,56357,WB26,1197 cc,Manual,2018.0,,19.0,1197,85.8bhp@6000rpm,114,White,K Series VVT Engine,1197,114Nm@4000rpm,4,MPFI,No,No,3995,1695,1555,2430,970,5 Speed,FWD,Power,4.8,Ventilated Disc,Drum,"Tubeless,Radial",4,355
42,kolkata,Petrol,Sedan,"60,000",Manual,1,Maruti,Maruti Swift Dzire,2010,4224,VXi,245000.00000000003,2010,Third Party insurance,Petrol,5.0,60000,WB06,1298 cc,Manual,2010.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player",17.5,1298,85.8bhp@6000rpm,114,Blue,In-Line Engine,1298,114Nm@4000rpm,4,MPFI,No,No,4160,1690,1530,2390,1025kg,5 Speed,2 WD,Power,4.7,Ventilated Disc,Drum,"Tubeless,Radial",4,355
43,kolkata,Petrol,Hatchback,"10,585",Manual,1,Maruti,Maruti Baleno,2022,6777,Delta,719000.0,2022,Comprehensive,Petrol,5.0,10585,WB26,1197 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",21.01,1197,81.80bhp@6000rpm,113,Blue,1.2L VVT Engine,1197,113Nm@4200rpm,4,MPFI,No,No,3995,1745,1510,2520,865-890,5 Speed,FWD,Electric,4.9,Disc,Drum,"Tubeless,Radial",5,355
44,kolkata,Petrol,Sedan,"50,000",Automatic,2,Honda,Honda Civic,2012,1305,1.8 V AT Elegance,375000.0,2012,Third Party insurance,Petrol,5.0,50000,TN01,1799 cc,Automatic,2012.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",13.1,1799,"132 @ 6,300 (PS@rpm)",17,Others,In-Line Engine,1799,"17.5 @ 4,300 (kgm@rpm)",4,PGM-FI (Programmed Fuel Inject,No,No,4545,1750,1450,2700,1210kg,5 Speed,FWD,Power,5.4,Ventilated Disc,Disc,"Tubeless,Radial",4,355
45,kolkata,Petrol,Sedan,"60,000",Manual,1,Maruti,Maruti Swift Dzire,2010,4224,VXi,245000.00000000003,2010,Third Party insurance,Petrol,5.0,60000,WB06,1298 cc,Manual,2010.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player",17.5,1298,85.8bhp@6000rpm,114,Blue,In-Line Engine,1298,114Nm@4000rpm,4,MPFI,No,No,4160,1690,1530,2390,1025kg,5 Speed,2 WD,Power,4.7,Ventilated Disc,Drum,"Tubeless,Radial",4,355
