,state,ft,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Engine Displacement,Transmission,Year of Manufacture,RTO,Features,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,Cargo Volumn,Super Charger,Turning Radius
0,delhi,Diesel,SUV,"10,000",Automatic,1,Kia,Kia Seltos,2022,7121,GTX Plus Diesel AT,1900000.0,2022,Third Party insurance,Diesel,5.0,10000,1493 cc,Automatic,2022,,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",18.0,1493,113.43bhp@4000rpm,250,Gray,1.5 L CRDi VGT,1493,250Nm@1500-2750rpm,4,CRDi,Yes,4315,1800,1645,2610,1540,6-Speed,FWD,Electric,Disc,Disc,"Tubeless, Radial",5,433,,5.0
1,delhi,Petrol,SUV,"57,437",Manual,2,Hyundai,Hyundai Creta,2016,1449,1.6 VTVT S,762000.0,2016,Zero Dep,Petrol,5.0,57437,1591 cc,Manual,2016,HR51,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",15.29,1591,121.3bhp@6400rpm,151,White,VTVT Petrol Engine,1591,151Nm@4850rpm,4,MPFI,No,4270,1780,1630,2590,"1,310",6 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,5.3
2,delhi,Petrol,SUV,"8,000",Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,6837,200,5600000.0,2020,Comprehensive,Petrol,5.0,8000,1991 cc,Automatic,2020,DL01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",12.74,1991,197bhp@5500-6100rpm,320,Grey,M 264 petrol engine,1991,320nm@1650-4000rpm,4,EFI,No,4658,1890,1644,2873,1585,9 speed Tronic,AWD,Power,Disc,Disc,"Tubeless,Radial",5,355,,5.0
3,delhi,Petrol,Hatchback,"28,151",Manual,2,Maruti,Maruti Swift,2018,10403,VXI,523000.00000000006,2019,Comprehensive,Petrol,5.0,28151,1197 cc,Manual,2018,DL4C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",22.38,1197,88.50bhp@6000rpm,113,Silver,K Series Dual jet,1197,113Nm@4400rpm,4,,,3845,1735,1530,2450,875-905,5-Speed,,Electric,Disc,Drum,"Radial, Tubeless",5,268,,4.8
4,delhi,Petrol,SUV,"60,000",Manual,1,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,765000.0,2017,Third Party insurance,Petrol,5.0,60000,1591 cc,Manual,2017,DL8C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",15.29,1591,121.3bhp@6400rpm,151,White,VTVT Petrol Engine,1591,151Nm@4850rpm,4,MPFI,No,4270,1780,1630,2590,"1,300",6 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,5.3
5,delhi,Petrol,SUV,"20,000",Manual,1,Kia,Kia Sonet,2021,8000,HTK Plus BSVI,894999.9999999999,2021,Comprehensive,Petrol,5.0,20000,1197 cc,Manual,2021,DL9X,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",18.4,1197,81.86bhp@6000rpm,115,White,SMARTSTREAM G1.2,1197,115Nm@4200rpm,4,MPI,No,3995,1790,1642,2500,1192,5-Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",5,392,,5.0
6,delhi,Cng,Sedan,"42,682",Manual,1,Hyundai,Hyundai Aura,2021,7333,S CNG,708000.0,2022,Third Party,CNG,5.0,42682,1197 cc,Manual,2021,UP14,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",19.7,1197,68.05bhp@6000rpm,95,White,1.2 l Bi-fuel,1197,95.2nm@4000rpm,4,,No,3995,1680,1520,2450,1090,5-Speed,,Electric,Disc,Drum,"Tubeless,Radial",4,355,,5.0
7,delhi,Petrol,Hatchback,"44,653",Manual,1,Volkswagen,Volkswagen Polo,2017,1945,1.2 MPI Trendline,400000.0,2017,Comprehensive,Petrol,5.0,44653,1198 cc,Manual,2017,DL10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Anti Lock Braking System,Centeral Locking",18.78,1198,74bhp@5400rpm,110,Grey,MPI Petrol Engine,1198,110Nm@3000-4300rpm,3,MPFI,No,3971,1682,1469,2469,1015Kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,4.97
8,delhi,Cng,Hatchback,"7,000",Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,10098,Magna CNG,725000.0,2022,Comprehensive,CNG,5.0,7000,1197 cc,Manual,2022,DL3C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Wheel Covers,Anti Lock Braking System,Centeral Locking,Radio",19.7,1197,67.72bhp@6000rpm,95,White,1.2 Bi-Fuel,1197,95.2Nm@4000rpm,4,,,3815,1680,1520,2450,940,5-Speed,,Electric,Disc,Drum,"Tubeless, Radial",4,355,,5.0
9,delhi,Petrol,Hatchback,"67,823",Manual,1,Maruti,Maruti Baleno,2019,6776,Alpha,663000.0,2019,Third Party insurance,Petrol,5.0,67823,1197 cc,Manual,2019,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",21.01,1197,81.80bhp@6000rpm,113,White,1.2L VVT Engine,1197,113Nm@4200rpm,4,MPFI,No,3995,1745,1510,2520,865-890,5 Speed,FWD,Electric,Disc,Drum,"Tubeless,Radial",5,355,No,4.9
10,delhi,Petrol,Hatchback,"50,000",Automatic,1,Honda,Honda Brio,2014,1193,VX AT,390000.0,2014,Comprehensive,Petrol,5.0,50000,1198 cc,Automatic,2014,DL04,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",16.5,1198,86.8bhp@6000rpm,109,Silver,i-VTEC Engine,1198,109Nm@4500rpm,4,PGM - Fi,No,3610,1680,1500,2345,970kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,4.7
11,delhi,Diesel,SUV,"97,055",Manual,1,Nissan,Nissan Kicks,2019,6760,XV D BSIV,784000.0,2019,Comprehensive,Diesel,5.0,97055,1461 cc,Manual,2019,Up15,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",20.45,1461,108.5bhp@3850rpm,240,Grey,1.5 K9K Diesel,1461,240Nm@1750rpm,4,CRDI,No,4384,1813,1656,2673,1385,6 Speed,FWD,Power,Disc,Drum,Tubeless,5,400,No,5.2
12,delhi,Petrol,Sedan,"1,14,000",Automatic,1,Toyota,Toyota Camry,2017,5636,2.5 Hybrid,2100000.0,2017,Comprehensive,Petrol,5.0,114000,2494 cc,Automatic,2017,DL3C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",19.16,2494,157.7bhp@5700rpm,213,Silver,2AR-FXE Petrol Engine,2494,213Nm@4500rpm,4,EFI,No,4850,1825,1480,2775,1635kg,6 Speed,FWD,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,355,No,5.5
13,delhi,Diesel,SUV,"24,000",Manual,1,Kia,Kia Sonet,2022,8059,1.5 GTX Plus Diesel DT,1350000.0,2022,Zero Dep,Diesel,5.0,24000,1493 cc,Manual,2022,DL10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1493,98.63bhp@4000rpm,240,Black,1.5L CRDi WGT,1493,240nm@1500-2750rpm,4,CRDi,Yes,3995,1790,1642,2500,1535,6 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",5,392,,5.0
14,delhi,Diesel,Sedan,"30,000",Automatic,1,BMW,BMW 5 Series,2016,5871,520d Luxury Line,2350000.0,2016,Third Party insurance,Diesel,5.0,30000,1995 cc,Automatic,2016,DL01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",18.12,1995,190bhp@4000rpm,400,Blue,Diesel Engine,1995,400Nm@1750-2500rpm,4,CRDi,Yes,4907,2102,1464,2968,"1,550",8 Speed,RWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,355,No,5.0
15,delhi,Electric,Hatchback,"6,000",Automatic,1,Mini,Mini Cooper SE,2023,8669,Electric,4600000.0,2023,Comprehensive,Electric,4.0,6000,0 cc,Automatic,2023,DL03,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,0,181.03bhp,270,Grey,,0,270Nm@1000rpm,4,,,3996,1727,1432,2523,1365,,,,,,,5,355,,5.0
16,delhi,Petrol,MUV,"7,000",Manual,1,Toyota,Toyota Innova Crysta,2022,8187,2.7 VX 7 STR,2250000.0,2023,Comprehensive,Petrol,7.0,7000,2694 cc,Manual,2022,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",8.0,2694,163.60bhp@5200rpm,245,White,2.7 L Dual VVT,2694,245nm@4000rpm,4,,,4735,1830,1795,2750,1730kg,5 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",5,300,,5.4
17,delhi,Diesel,SUV,"34,000",Automatic,1,MG,MG Gloster,2021,8091,Sharp 7-Str,3500000.0,2021,Comprehensive,Diesel,7.0,34000,1996 cc,Automatic,2021,DL2C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",12.4,1996,215.01bhp@4000rpm,480,Black,Diesel 2.0 Twin Turbo,1996,480nm@1500-2400rpm,4,,Twin,4985,1926,1867,2950,2500,8 speed,4WD,,Disc,Disc,"Tubeless,Radial",5,355,,5.0
18,delhi,Diesel,SUV,"29,000",Automatic,1,BMW,BMW X1,2013,337,sDrive 20d Sportline,900000.0,2013,Third Party insurance,Diesel,5.0,29000,1995 cc,Automatic,2013,UP21,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",17.05,1995,184bhp@4000rpm,380,White,sDrive20d Diesel Engine,1995,380Nm@1750-2750rpm,4,CRDi,Yes,4477,2058,1545,2760,1550,8-Speed ,RWD,Power,Ventilated Discs,Ventilated Discs,"Tubeless,Radial",5,355,No,5.8
19,delhi,Petrol,SUV,"38,000",Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,6837,200,5245000.0,2020,Comprehensive,Petrol,5.0,38000,1991 cc,Automatic,2020,DL09,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",12.74,1991,197bhp@5500-6100rpm,320,Black,M 264 petrol engine,1991,320nm@1650-4000rpm,4,EFI,No,4658,1890,1644,2873,1585,9 speed Tronic,AWD,Power,Disc,Disc,"Tubeless,Radial",5,355,,5.0
20,delhi,Diesel,SUV,"1,50,000",Manual,1,Tata,Tata Safari Storme,2013,2876,EX,350000.0,2013,Third Party insurance,Diesel,7.0,150000,2179 cc,Manual,2013,UK07,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking",14.0,2179,138.1bhp@4000rpm,320,Others,VTT VariCOR Diesel Engine,2179,320Nm@1700-2700rpm,4,Direct Injection Common Rail ,Yes,4655,1965,1922,2650,2000kg,5 Speed,FWD,Power,Ventilated Disc,Ventilated Disc ,"Tubeless,Radial",5,355,No,5.4
21,delhi,Diesel,SUV,"83,329",Manual,1,Hyundai,Hyundai Venue,2019,6949,SX Opt Diesel BSIV,839000.0,2019,Comprehensive,Diesel,5.0,83329,1396 cc,Manual,2019,HR51,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Audio System Remote Control",23.7,1396,88.7bhp@4000rpm,220,Silver,,1396,220Nm@1500-2700rpm,4,CRDi,No,3995,1770,1605,2500,1260,6-Speed,FWD,Power,Disc,Drum,Radial,5,355,,5.0
22,delhi,Petrol,Hatchback,"43,000",Manual,1,Maruti,Maruti Zen Estilo,2008,5765,1.1 LXI BSIII,120000.0,2008,Third Party insurance,Petrol,5.0,43000,1061 cc,Manual,2008,,"Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Integrated Antenna",18.2,1061,64bhp@6200rpm,84,Medium Blue,"1.1L, 4-Cyl, F10D Petrol",1061,84Nm@3500rpm,4,MPFi,No,4047,1709,1567,2523,875,5 Speed,2WD,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,355,No,4.6
23,delhi,Petrol,Hatchback,"8,000",Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,7091,Sportz,750000.0,2022,Third Party insurance,Petrol,5.0,8000,1197 cc,Manual,2022,,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.7,1197,81.86bhp@6000rpm,113,White,1.2 Kappa petrol,1197,113.8nm@4000rpm,4,,No,3805,1680,1520,2450,1160,5-Speed,,Electric,Disc,Drum,"Tubeless, Radial",5,355,,5.0
24,delhi,Petrol,SUV,"11,404",Automatic,1,Skoda,Skoda Kushaq,2021,8478,1.0 TSI Ambition AT BSVI,1284000.0,2022,Comprehensive,Petrol,5.0,11404,999 cc,Automatic,2021,UP80,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.2,999,113.98bhp@5000-5500rpm,178,Red,1.0 TSI Petrol Engine,999,178Nm@1750-4500rpm,3,TSI,Yes,4225,1760,1612,2651,1245-1280 kg,6-speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",5,355,,5.0
25,delhi,Petrol,SUV,"70,000",Manual,2,Hyundai,Hyundai Creta,2019,8179,1.6 VTVT SX Plus,850000.0,2019,Third Party insurance,Petrol,5.0,70000,1591 cc,Manual,2019,HR72,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",13.0,1591,121.3bhp@6400rpm,151,White,VTVT Petrol Engine,1591,151Nm@4850rpm,4,MPFi,No,4270,1780,1630,2590,1280,6 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,5.3
26,delhi,Diesel,Hatchback,"23,000",Manual,1,Tata,Tata Altroz,2023,10226,XZ Diesel,869999.9999999999,2023,Comprehensive,Diesel,5.0,23000,1497 cc,Manual,2023,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",23.64,1497,88.77bhp@4000rpm,200,Red,1.5 l Turbocharged Revotorq,1497,200Nm@1250-3000rpm,4,,Yes,3990,1755,1523,2501,1105,5-Speed,,Electric,Disc,Drum,"Tubeless,Radial",5,345,,5.0
27,delhi,Petrol,Hatchback,"19,044",Manual,1,Maruti,Maruti Ignis,2022,7586,Zeta BSVI,634000.0,2022,Comprehensive,Petrol,5.0,19044,1197 cc,Manual,2022,HR98,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.89,1197,81.80bhp@6000rpm,113,Blue,VVT,1197,113Nm@4200rpm,4,,,3700,1690,1595,2435,840-865,5 Speed,,Electric,Disc,Drum,"Tubeless, Radial",5,260,,4.7
28,delhi,Petrol,Sedan,"23,500",Automatic,1,BMW,BMW 7 Series,2017,5547,740Li DPE Signature,7500000.0,2017,Comprehensive,Petrol,5.0,23500,2998 cc,Automatic,2017,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",12.5,2998,321.84bhp@5500rpm,450,Blue,TwinPower Turbo Inline 6 Cylinder Engine,2998,450Nm@1380-5000rpm,6,Direct Injection,Yes,5238,1902,1479,3210,2220,8 Speed,RWD,Power,Disc,Disc,Run-Flat,4,515,No,6.25
29,delhi,Petrol,SUV,"17,367",Manual,1,Hyundai,Hyundai Creta,2019,6430,1.6 SX,1250000.0,2019,Comprehensive,Petrol,5.0,17367,1591 cc,Manual,2019,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",15.8,1591,121.3bhp@6400rpm,151,White,VTVT Petrol Engine,1591,151Nm@4850rpm,4,MPFI,No,4270,1780,1665,2590,1260,6 Speed,FWD,Power,Disc,Drum,Tubeless,5,400,No,5.3
30,delhi,Diesel,SUV,"3,800",Manual,1,Kia,Kia Seltos,2020,7114,HTK Diesel,1325000.0,2020,Third Party insurance,Diesel,5.0,3800,1493 cc,Manual,2020,DL2C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",20.8,1493,113.43bhp@4000rpm,250,Grey,1.5 L CRDi VGT,1493,250nm@1500-2750rpm,4,CRDi,Yes,4315,1800,1645,2610,1465,6-Speed,FWD,Electric,Disc,Disc,"Tubeless, Radial",5,433,,5.0
31,delhi,Petrol,Sedan,"45,000",Automatic,1,BMW,BMW 3 Series GT,2017,6632,M Sport Petrol,3215000.0,2017,Comprehensive,Petrol,5.0,45000,1998 cc,Automatic,2017,DL26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",15.34,1998,248bhp@5200rpm,350,White,TwinPower Turbo 4-Cylinder Petrol Engine,1998,350Nm@1450-4800rpm,4,Direct Injection,Yes,4824,1828,1508,2920,1760,8 Speed,RWD,Power,Disc,Disc,Run-Flat,4,520,No,5.5
32,delhi,Petrol,Hatchback,"43,124",Automatic,2,Hyundai,Hyundai Grand i10,2014,1544,AT Asta,421000.0,2014,Comprehensive,Petrol,5.0,43124,1197 cc,Automatic,2014,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",18.9,1197,82bhp@6000rpm,114,Red,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,MPFI,No,3765,1660,1520,2425,935kg,4 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,4.8
33,delhi,Diesel,SUV,"20,000",Manual,1,Mahindra,Mahindra XUV500,2020,7799,W7,1300000.0,2020,Third Party insurance,Diesel,7.0,20000,2179 cc,Manual,2020,UP21,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",15.1,2179,152.87bhp@3750rpm,360,Others,mHawk155 Diesel Engine,2179,360Nm@1750-2800rpm,4,Direct Injection,Yes,4585,1890,1785,2700,1625,6 Speed,FWD,Power,Ventilated Disc,Disc,Tubeless Tyres,5,355,No,5.6
34,delhi,Diesel,SUV,"60,000",Automatic,1,Hyundai,Hyundai Creta,2017,1444,1.6 CRDi AT SX Plus,1000000.0,2017,Third Party insurance,Diesel,5.0,60000,1582 cc,Automatic,2017,PH65,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.01,1582,126.2bhp@4000rpm,259,Black,U2 CRDI VGT Engine,1582,259.9Nm@1900-2750rpm,4,CRDi,Yes,4270,1780,1630,2590,1320,6 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,5.3
35,delhi,Petrol,Hatchback,"36,000",Manual,1,Maruti,Maruti Baleno,2018,6779,Zeta,600000.0,2018,Third Party,Petrol,5.0,36000,1197 cc,Manual,2018,DL3C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",21.01,1197,81.80bhp@6000rpm,113,Grey,1.2L VVT Engine,1197,113Nm@4200rpm,4,MPFI,No,3995,1745,1510,2520,865-890,5 Speed,FWD,Electric,Disc,Drum,"Tubeless,Radial",5,355,No,4.9
36,delhi,Petrol,Hatchback,"44,559",Automatic,1,Hyundai,Hyundai Grand i10,2015,1544,AT Asta,495000.0,2015,Third Party insurance,Petrol,5.0,44559,1197 cc,Automatic,2015,DL8C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",18.9,1197,82bhp@6000rpm,114,Silver,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,MPFI,No,3765,1660,1520,2425,935kg,4 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,4.8
37,delhi,Petrol,SUV,"10,000",Manual,1,MG,MG Hector Plus,2022,7908,Sharp Hybrid MT,2050000.0,2022,Third Party insurance,Petrol,6.0,10000,1451 cc,Manual,2022,UP16,"Power Windows Front,Power Windows Rear,Electronic Multi Tripmeter,Leather Seats,Fog Lights Front,Fog Lights Rear,Anti Lock Braking System,Brake Assist,Radio",14.025,1451,141bhp@5000rpm,250,Others,1.5L Turbocharged Intercooled,1451,250nm@1600-3600rpm,4,,YES,4720,1835,1760,2750,1775,6-speed,,,Disc,Disc,"Tubeless, Radial",5,355,,5.0
38,delhi,Petrol,Hatchback,"37,587",Manual,1,Tata,Tata Altroz,2021,8118,XM plus BSVI,627000.0,2021,Comprehensive,Petrol,5.0,37587,1199 cc,Manual,2021,Hr22,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",19.33,1199,86.83bhp@6000rpm,113,Grey,1.2 l Revotron,1199,113Nm@3300rpm,3,,No,3990,1755,1523,2501,1036,5-Speed,,Electric,Disc,Drum,"Tubeless,Radial",5,345,,5.0
39,delhi,Petrol,Sedan,"90,000",Manual,1,Honda,Honda Amaze,2016,1156,SX i VTEC,340000.0,2016,Third Party insurance,Petrol,5.0,90000,1198 cc,Manual,2016,HR13,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",17.8,1198,86.7bhp@6000rpm,109,White,i-VTEC Petrol Engine,1198,109Nm@4500rpm,4,MPFi,No,3990,1680,1505,2405,965kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",4,355,No,4.5
40,delhi,Petrol,Hatchback,"73,786",Manual,1,Hyundai,Hyundai i10,2010,1591,Magna 1.2,190000.0,2010,Comprehensive,Petrol,5.0,73786,1197 cc,Manual,2010,UP15,"Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Power Antenna,Centeral Locking,Day Night Rear View Mirror",20.36,1197,78.9bhp@6000rpm,111,Grey,Petrol Engine,1197,111.7Nm@4000rpm,4,MPFI,No,3585,1595,1550,2380,930,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,355,No,5.0
41,delhi,Petrol,Sedan,"50,000",Automatic,1,Toyota,Toyota Corolla Altis,2009,6151,1.8 VL AT,300000.0,2009,Third Party insurance,Petrol,5.0,50000,1794 cc,Automatic,2009,DD4L,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",14.53,1794,138.1bhp@6400rpm,173,Silver,DOHC Dual VVT-i Petrol En,1794,173Nm@4000rpm,4,EFI(Electronic Fuel Injection),No,4620,1776,1475,2700,1370,7 Speed,FWD,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,355,No,5.3
42,delhi,Petrol,Hatchback,"22,000",Manual,1,Maruti,Maruti Swift,2018,7084,VXI,575000.0,2018,Third Party insurance,Petrol,5.0,22000,1197 cc,Manual,2018,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",21.21,1197,81.80bhp@6000rpm,113,Grey,VTVT Engine,1197,113Nm@4200rpm,4,MPFi,No,3840,1735,1530,2450,855-885,5,FWD,Electric,Disc,Drum,Tubeless,5,268,No,5.0
43,delhi,Petrol,Hatchback,"38,103",Automatic,1,Maruti,Maruti Baleno,2019,6780,Alpha CVT,743000.0,2019,Comprehensive,Petrol,5.0,38103,1197 cc,Automatic,2019,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",19.56,1197,81.80bhp@6000rpm,113,Blue,1.2L VVT Engine,1197,113Nm@4200rpm,4,MPFI,No,3995,1745,1510,2520,910-935,CVT,FWD,Electric,Disc,Drum,"Tubeless,Radial",5,355,No,4.9
44,delhi,Petrol,Hatchback,"15,000",Manual,1,Maruti,Maruti Ignis,2022,7586,Zeta BSVI,645000.0,2022,Third Party insurance,Petrol,5.0,15000,1197 cc,Manual,2022,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.89,1197,81.80bhp@6000rpm,113,White,VVT,1197,113Nm@4200rpm,4,,,3700,1690,1595,2435,840-865,5 Speed,,Electric,Disc,Drum,"Tubeless, Radial",5,260,,4.7
45,delhi,Diesel,MUV,"69,000",Automatic,1,Toyota,Toyota Innova Crysta,2018,2406,2.8 GX AT BSIV,1700000.0,2018,Comprehensive,Diesel,7.0,69000,2755 cc,Automatic,2018,DL2C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",11.36,2755,171.5bhp@3400rpm,360,Brown,1-GD FTV Engine,2755,360Nm@1200-3400rpm,4,Direct Injection,Yes,4735,1830,1795,2750,1830kg,6 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,5.0
46,delhi,Petrol,Hatchback,"48,327",Manual,2,Hyundai,Hyundai Grand i10,2013,1542,Asta,359000.0,2013,Comprehensive,Petrol,5.0,48327,1197 cc,Manual,2013,HR51,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",18.9,1197,82bhp@6000rpm,114,Orange,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,MPFI,No,3765,1660,1520,2425,935kg,5 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,4.8
